Fecha,Prec
2017-08-01,132.87224723539947
2017-09-01,139.0446243527101
2017-10-01,48.11856553784041
2017-11-01,9.797543159250196
2017-12-01,0.6686152035621558
2018-01-01,9.133836151373133
2018-02-01,12.671001642821023
2018-03-01,10.912264675497555
2018-04-01,53.238734244869434
2018-05-01,54.88917595090337
2018-06-01,163.1291572457172
2018-07-01,67.4857976436399
2018-08-01,225.56702793360787
2018-09-01,140.80773103602095
2018-10-01,104.158837541502
2018-11-01,53.47656044829253
2018-12-01,4.451329458506496
2019-01-01,6.455644509051719
2019-02-01,3.7182525710474885
2019-03-01,7.142512543288216
2019-04-01,13.626401104533937
2019-05-01,29.674901590015157
2019-06-01,153.1655284872285
2019-07-01,159.7026235088603
2019-08-01,148.91926530212692
2019-09-01,90.3097978063523
2019-10-01,91.81386416815377
2019-11-01,26.519356466755568
2019-12-01,3.362442144584479
2020-01-01,10.49131794795461
2020-02-01,5.836393433490398
2020-03-01,11.77376368165321
2020-04-01,33.738593564084645
2020-05-01,46.70000856520838
2020-06-01,66.10447596283767
2020-07-01,146.4753701724796
2020-08-01,130.98439076353245
2020-09-01,124.56685224733346
2020-10-01,23.17695010525359
2020-11-01,3.4661228526982084
2020-12-01,1.3028110854307864
